preference_id,user_id,preference_detail
04995df6-a943-4ce1-bbfb-8e3e056da959,e230af6b-6031-4712-be93-82048fb645a6,heavy
ebae49d9-a390-46af-b3c1-9c018518e01a,33fd17b7-c7d5-4c07-9b89-466d0ca20565,vote
7192bc75-63ec-4000-a445-b406e6102d1a,33fd17b7-c7d5-4c07-9b89-466d0ca20565,dinner
60c9f664-fb99-4580-beed-fa32894c2b43,08e9c3c7-c653-4e88-8451-4759a0b0a5ae,whether
13066c9d-0659-49e0-99be-6d7fc4a1c0d3,08e9c3c7-c653-4e88-8451-4759a0b0a5ae,business
9cacbf0e-461e-4822-9536-f05c3ad3e759,2b8c184f-6dd1-4634-8277-c64e52e069f2,leave
bdc41ff0-7920-495c-8d61-51df0469481e,2b8c184f-6dd1-4634-8277-c64e52e069f2,series
d208b879-0a08-43ba-897f-a16efe1bb197,65cab987-6e8d-40ab-b510-fefd39ce7f36,main
4774dce2-f680-43b5-b3ac-0163852f4197,65cab987-6e8d-40ab-b510-fefd39ce7f36,state
a51cad88-c0cb-49ad-9be0-582313d63772,b5f5e73e-f902-4693-8f80-45add610ab26,money
816aba31-081a-439b-bea4-4b1c61b09334,b5f5e73e-f902-4693-8f80-45add610ab26,region
79d3b81e-3eed-4665-8f30-4ba2bfd89749,85f133ef-7064-4833-b7aa-626d006d1746,serve
c75fc2dd-cb99-4fab-af2b-0e807f5054a4,85f133ef-7064-4833-b7aa-626d006d1746,anything
3c158950-9ae3-4ca3-8071-b8e631138c93,07b352c3-5316-45c6-9437-4b1cd3d82dfe,for
5ae3f1ee-328a-4a8b-bef2-5602a38745bf,07b352c3-5316-45c6-9437-4b1cd3d82dfe,strong
6df8f48d-821f-42d3-82fc-f7be192c0069,07b352c3-5316-45c6-9437-4b1cd3d82dfe,draw
0ec6b3fc-7452-49f9-a360-fd3449f2c4e1,b1044fcf-6671-4bf9-96e8-dcebdb8a6bc6,participant
87bc3dd5-3022-432d-b73e-9b7dc8b08b9a,b1044fcf-6671-4bf9-96e8-dcebdb8a6bc6,land
4e6be8e7-9fe1-493e-af22-4ccd08cb60b9,b1044fcf-6671-4bf9-96e8-dcebdb8a6bc6,program
65e62041-2a59-47f9-8242-70f11cf7843e,e3274968-f25e-4ab4-993e-c799e2fedae3,expect
1c344424-7829-409e-a9ef-f172a4680b8f,4b0ba7aa-d912-48fc-976f-e578f5f81b91,leader
2dbc0529-9a88-4a41-b0b6-462ae8a0c4f4,4b0ba7aa-d912-48fc-976f-e578f5f81b91,art
d33e0d17-233f-49d4-b826-55f1f64e47c4,4b0ba7aa-d912-48fc-976f-e578f5f81b91,including
16175db7-99c9-443b-8f8d-4aeb43e217ec,6c861cc5-46cb-43f2-8189-9e17bf839e2b,control
01c2a8be-737a-4680-ad93-c055f8aa82e8,6c861cc5-46cb-43f2-8189-9e17bf839e2b,window
3fd5c86f-67db-45af-9d2f-5e5588828e1c,6c861cc5-46cb-43f2-8189-9e17bf839e2b,support
6069c019-4f6d-43cc-9cd2-b3dad367b67d,c1c4ff13-c99c-46a3-8d68-efb8c80048bd,most
4f4b239f-9cd1-4d01-b4fc-b04d7bcffc42,c1c4ff13-c99c-46a3-8d68-efb8c80048bd,remember
faf6e9db-875a-4e5b-8b73-4d6e7c9b6746,e1ca180f-c005-4730-bc1e-f9897e63ea38,still
c8840dc5-efb0-4216-b944-5fe6fa4e5a83,9c2a47e3-13bf-4685-871b-a3c8fa51dee8,yard
cf438b4a-fda9-4452-bcfb-b3d4aefb8f4f,9c2a47e3-13bf-4685-871b-a3c8fa51dee8,second
eae6c6bd-bf50-44e2-8250-edb1d7da3a13,671c407f-67b9-4b70-a24f-2a0e75026d53,drive
b1852e0a-c6cf-4213-afba-621ce20fd839,04b6f0cb-9e55-4353-8e16-ab5de52585dc,tree
247f616b-78d1-4584-be60-0989a5d5a96b,04b6f0cb-9e55-4353-8e16-ab5de52585dc,get
7998ae78-7b66-4c17-bc34-0f5d2bb4a603,04b6f0cb-9e55-4353-8e16-ab5de52585dc,citizen
c564772a-9500-4235-9a58-f5a4376e94b8,6946ce2d-1747-4b3f-a42b-5b12508b667d,line
d869cc8c-b124-4a98-a4a1-01df0068ee81,6946ce2d-1747-4b3f-a42b-5b12508b667d,may
188dccfc-3ce7-4b7c-8d43-13d09050f817,6946ce2d-1747-4b3f-a42b-5b12508b667d,record
6650ee7d-e69c-4f37-9f61-167acfcba927,2a429617-026c-4d5a-bf4c-fd2271775b3e,garden
ffc78cbe-871a-489e-9738-a4fa88ac7607,2a429617-026c-4d5a-bf4c-fd2271775b3e,not
27d88fb8-0a16-4ad9-b1f8-2ec9c189a628,d5c801a1-3628-43e0-b56e-2fbc142954b2,art
2fc8e5af-7dae-4b28-b7e1-241652a0fedf,d5c801a1-3628-43e0-b56e-2fbc142954b2,member
c544d746-fde3-4847-b190-96ea84b9d703,2d7ac621-365b-4f61-88ff-7aaf7ab535cf,wall
1942436e-d4a4-4f74-b366-adfbaf4a6170,2d7ac621-365b-4f61-88ff-7aaf7ab535cf,because
ea845768-1e52-487c-8352-0f519580afe6,d77420b0-489e-4166-b6bc-0e311b88959e,party
f82f545c-5b79-4085-adc7-31da9483e4c9,d77420b0-489e-4166-b6bc-0e311b88959e,skin
2c14e677-c304-4495-9d92-59d8363d01e0,d77420b0-489e-4166-b6bc-0e311b88959e,view
50b64108-7049-4aff-9c02-ed1948c4c885,4727574c-36db-43db-802c-506f12f18d54,anything
4d5ef83a-261f-40f3-86e3-e9f3aa05907c,4727574c-36db-43db-802c-506f12f18d54,guess
e4644655-24f0-4877-808e-6b283f9b4ec0,4727574c-36db-43db-802c-506f12f18d54,sense
59757660-cb48-48e1-9ebf-5ce2326842db,5fabf0dc-c846-4b11-83de-96a3bb1770ac,mission
ae13efe9-1cf1-44d7-84f5-e0205f7987f0,5fabf0dc-c846-4b11-83de-96a3bb1770ac,career
0c1fe50b-7ac2-4b82-ac70-8b66056a5a39,5fabf0dc-c846-4b11-83de-96a3bb1770ac,line
850e6544-0b41-4ef4-ad6c-d5c35e4bddc9,6ca2ee36-53f2-4bcb-a889-4d219b3e7a53,opportunity
c15c0a28-f862-4514-a522-2c4b2f56f4fc,2aa86410-f913-4b4f-b963-3c77201514e7,fast
76f3aa32-ed68-4057-bf75-7791da470986,2aa86410-f913-4b4f-b963-3c77201514e7,here
bfa4e2c8-f30a-497e-84a0-5944a5da204b,0bbd5be0-929d-4110-910c-8a35cb3d53b9,some
dcc895f2-ac4b-425d-af95-16052da2a695,d99f3ef8-e8be-42de-947d-5106715d352c,center
e54a86c9-d56a-4858-ba66-650e99d84e1a,d99f3ef8-e8be-42de-947d-5106715d352c,follow
99302af4-a7ac-4e13-b0f3-295c10fb3f4e,d99f3ef8-e8be-42de-947d-5106715d352c,turn
600024e7-2b36-4fe2-8c85-83aa64fdf7cb,e0799ab9-1ff8-4752-ad98-e422ebf3d226,card
4c467890-b0ed-4ee0-bab3-b1d025df6716,e0799ab9-1ff8-4752-ad98-e422ebf3d226,sign
5bd88ead-4db8-4331-8920-e893bde74293,e0799ab9-1ff8-4752-ad98-e422ebf3d226,section
26b1a116-daed-4688-abf7-57538cd6379d,de98436a-5896-4e64-9250-2138c77924a9,level
3165cafa-a230-43ab-a1f6-db36e5e7af59,17d21bcd-ef7c-4640-ba3c-782d278d8152,remember
7442f25e-9773-4c59-a84e-e78d5ce54b03,17d21bcd-ef7c-4640-ba3c-782d278d8152,arrive
30ef6ba1-72f7-4907-87e9-3c0ec121d44e,c2361ccb-174c-4355-89e4-16f39530c5c2,phone
70ef576b-ffa4-4338-b884-9d3ed7d15378,c2361ccb-174c-4355-89e4-16f39530c5c2,example
03ff6d0e-6b1f-431b-a059-0ea6ed40a5d9,85167dae-1a00-49ac-9a19-6a2258924e30,east
4b682d03-a8b9-4bf0-9575-2f9afc336ddb,85167dae-1a00-49ac-9a19-6a2258924e30,idea
8b208cd5-1128-44b2-b156-6a6006e5e993,85167dae-1a00-49ac-9a19-6a2258924e30,likely
246bbd3a-f857-4b5c-baee-0e60260efc2b,005da9c0-0b57-4068-b3cc-bb0c645f60bc,to
901b9ee4-ee7f-47bc-a38e-614b1d2466cd,005da9c0-0b57-4068-b3cc-bb0c645f60bc,father
faa6211a-25cd-4d54-a26a-e4fdec31d610,005da9c0-0b57-4068-b3cc-bb0c645f60bc,whatever
6225f70b-8131-4be0-9600-7974f0581720,496a98a9-caaa-4b13-a74a-fb9806f5b4f5,know
dd2d1278-4535-4e45-907f-2d09470ce4e9,496a98a9-caaa-4b13-a74a-fb9806f5b4f5,size
61500777-b0de-477a-9948-9b4b8fd790cc,496a98a9-caaa-4b13-a74a-fb9806f5b4f5,important
ca9fcc9b-0d70-484a-92f3-36106429781b,784ba413-c9ae-49d6-aae6-5be788452b7e,speak
acb31b61-1fde-44b7-906e-52e005b7c343,784ba413-c9ae-49d6-aae6-5be788452b7e,pretty
0571a662-26df-4a95-b744-275298f527a4,21c2fefd-e359-4df5-9e9e-5302d37e6bf2,perhaps
88615f91-5dab-47f5-bc57-6b4d11abd5e7,a872f13d-1654-4db3-97d4-3d381e7d6976,responsibility
77f54e68-16f3-44f8-85dc-cd32acacf80a,a872f13d-1654-4db3-97d4-3d381e7d6976,however
a65d0b57-0b9d-4461-a615-8452617cd84b,a872f13d-1654-4db3-97d4-3d381e7d6976,relationship
92e85837-45c0-4550-869d-e22e65970b5e,d08b4bee-64aa-4e09-ba27-8db590c68e85,type
46c579f5-8d83-44dd-b793-1b0f26ab2bfc,d08b4bee-64aa-4e09-ba27-8db590c68e85,much
a0f443e2-ead7-45c1-bc7c-8a5d3faa457b,d08b4bee-64aa-4e09-ba27-8db590c68e85,get
a641d0b7-492f-4120-98ec-362ff590b94e,319c440c-3462-47f8-9ee8-62826f491e0c,magazine
fe716bd2-51ea-4e8b-a850-cc67a462a3cd,62a2b69f-98ee-41fa-b873-c872f9f47f47,capital
a4a0a853-f355-4815-9950-91a9e112dc1d,62a2b69f-98ee-41fa-b873-c872f9f47f47,professional
01c5c57f-233a-40db-8da8-44f30152933a,252b9cda-703d-4833-8888-6c626213001c,agency
72197517-c38a-41e8-a348-3dbecfaf3cbf,252b9cda-703d-4833-8888-6c626213001c,recently
2fdf3d89-9120-4956-af15-08b861d84d68,252b9cda-703d-4833-8888-6c626213001c,close
06818487-00f8-480f-9f95-2d07901d2ae3,9e707b52-cf22-44be-9c5f-513b205d79cf,pressure
dcb866b9-6b2e-4c8b-b32a-94fa18fa501f,9e707b52-cf22-44be-9c5f-513b205d79cf,source
ef7499d1-7b3e-4f39-a8a9-4fb90b432405,09391ba1-3faa-4112-b846-2fade87e516f,common
c2653134-e830-4692-9759-10453e5d395f,09391ba1-3faa-4112-b846-2fade87e516f,blue
db885436-20fd-41c1-bd0a-99e80631d607,09391ba1-3faa-4112-b846-2fade87e516f,economic
f15f2f8b-b2bd-4c7e-98f4-b77805fac49f,3e1c9204-be72-4445-baa5-2e60a7118c1f,suddenly
4796e874-a40f-40d5-97e3-f5719b925d10,3e1c9204-be72-4445-baa5-2e60a7118c1f,democratic
3ec8b6b4-078e-491f-b3a5-cf80967aec46,9996fa99-ec8d-4967-9af3-734205ae41e7,voice
0682866e-11a8-4781-9ad3-d959af357804,f923f2fb-920d-481b-9156-92fb8570f2ad,in
12caaaab-204a-47f0-b21c-f2138a7aa508,f923f2fb-920d-481b-9156-92fb8570f2ad,federal
d43460c0-487a-412f-be92-d92db8521733,f923f2fb-920d-481b-9156-92fb8570f2ad,very
5833e00e-24fc-41da-ba96-bb86b52f965d,c0cca761-c28c-46a3-b9e4-63fff632c536,right
2ea321ec-1185-408e-ad5c-293c09fc5803,c0cca761-c28c-46a3-b9e4-63fff632c536,create
482d6ab7-15df-44f6-85c3-5f7fdbe815e6,c0cca761-c28c-46a3-b9e4-63fff632c536,rise
a5361bff-e4c5-470a-b283-50ddd45999fa,bbce9f6c-0e57-4907-8c9f-4a1ba90c9077,stand
bfa3d717-8527-4ee6-9a98-7b476123948f,bbce9f6c-0e57-4907-8c9f-4a1ba90c9077,hot
7a4c8143-b3c1-4856-8883-de82f4a7b489,bbce9f6c-0e57-4907-8c9f-4a1ba90c9077,lose
7ccfd2d2-a91b-42e8-84d9-810071a4560e,b649ee40-48f9-4dcb-865f-06aa1cd13343,everyone
f2fbfb45-5d99-4a36-8ffe-0c195c0c4952,b649ee40-48f9-4dcb-865f-06aa1cd13343,vote
3e032799-618f-464e-962a-aca85a8e0509,b649ee40-48f9-4dcb-865f-06aa1cd13343,between
320b3ee6-899d-4f6e-952e-e3fa8bbfb3a0,253c888c-0ccd-4436-a939-1b1c3b36e0a0,single
0a238ddf-20a0-46a6-aebc-a6b8400e9c64,253c888c-0ccd-4436-a939-1b1c3b36e0a0,yet
82e018b3-a787-4cd3-9bf4-b247babaaf7c,253c888c-0ccd-4436-a939-1b1c3b36e0a0,of
c59b6ab2-97d6-41cc-8862-f327335a847b,c4a37a06-0665-4bdc-bb54-1497cd926e19,nation
a0309226-eb32-4ba6-b890-6af7eff69d69,e56695eb-6d07-48bf-ac8c-c950d636fc1e,present
207c7ce8-0201-4e56-90cd-4050fb1266d8,e56695eb-6d07-48bf-ac8c-c950d636fc1e,child
1b0cbd56-8521-4d1b-a913-2237b782239a,e56695eb-6d07-48bf-ac8c-c950d636fc1e,understand
fe282699-40b5-4e78-86b8-36f616f0ac56,69d3e3e0-7d27-4ccc-ad62-45f0782dca11,food
14ca7b49-becc-4cbb-960c-15a7e726f19d,69d3e3e0-7d27-4ccc-ad62-45f0782dca11,two
18fa9e25-1544-4d4b-8e10-94ffa6531a69,69d3e3e0-7d27-4ccc-ad62-45f0782dca11,despite
071006d8-26cc-424c-a50c-cf60a2886694,7dd80e3e-65ea-4cf1-a5ca-e69f2150df09,laugh
96b46c85-78d4-4a9f-9ad2-34fad88b5c81,7dd80e3e-65ea-4cf1-a5ca-e69f2150df09,old
6adc4c8c-6ede-46d1-9b8e-2e0b20968fbb,962ff690-2b41-445e-8d9f-12cf6d0ac08f,marriage
554124ce-caef-4e5e-ab61-8d578fbe6f1e,962ff690-2b41-445e-8d9f-12cf6d0ac08f,spring
27e89a15-b3fc-49c0-b15d-b0bbdee0e934,962ff690-2b41-445e-8d9f-12cf6d0ac08f,late
6b1e3826-3076-4071-81a2-7cbd61506f13,d1318f61-c4cf-4f47-b22b-eda40f7885a4,society
cda5e21b-2d86-4833-ac3f-e2b500a74688,d1318f61-c4cf-4f47-b22b-eda40f7885a4,born
22d6f241-e32e-40aa-80fd-4fa30133c6aa,04cc2a9b-36f2-4601-9ce6-64775372c130,party
270a9942-d474-44c3-84a9-c6637c563535,a984dd39-90a1-4db9-8407-758a91da130f,represent
756d4026-a0bb-4a70-bd74-c5b3ecbc1515,a984dd39-90a1-4db9-8407-758a91da130f,manager
5d2dfe1d-30ea-4b46-b1e4-9d016d63f530,4f2a0321-0e5c-48f0-8fa9-a821c8cfa0ab,bit
9385f09d-72e8-46c9-9d7d-d41cbf8ecd7d,4f2a0321-0e5c-48f0-8fa9-a821c8cfa0ab,break
b6ac5b42-471e-4a78-a206-5311b695b291,bb5a539d-bb1c-4ef3-bc86-2678972e124c,feel
724231d6-ac97-49af-bbf2-c38d9779fedb,21b941f6-a018-4d77-af5b-6bb6c77d9ac6,entire
3e80419d-1e15-407c-b321-4462eb198e8e,d49e6082-56ea-4dac-8a39-7f59b38cd251,your
b1e3272b-77ff-4100-a11c-bab5f48ded4b,d49e6082-56ea-4dac-8a39-7f59b38cd251,wear
ae84c6d8-7388-40f8-b4a4-40c817098c36,506ad46d-06fc-49ac-8215-a10afc67b31e,partner
eee4c329-6d96-4889-a3fa-1ddd88ba18c5,506ad46d-06fc-49ac-8215-a10afc67b31e,public
5437ee47-22f3-4bfd-8a89-96fab2c9d705,d54adc8e-eb00-4e56-a0a1-57d15df5c21f,population
59f89a37-0316-4dc5-b9be-666f7b21518b,25d03186-6094-4e08-9119-a69470b73d85,foreign
3fc07fbd-4d3c-4034-ae53-c605c7377675,9ae143ac-9cc1-4e47-b281-5336db161cf6,phone
22827deb-b0e8-46f9-9050-176de98c02c1,29d3357b-79cf-4cf4-bbae-bc7c65b56de0,several
a584c277-151c-4dd6-bce2-fa23400efd7d,93e9eb0e-1c4b-4fb2-93fe-1b9f0dad9fde,coach
4b89e9e5-cf37-4524-9080-1615a49e1c8e,02bd141e-0d82-4a58-80d6-19b335d50530,agreement
83007af2-b7f8-4a0e-a239-96d58e37a738,02bd141e-0d82-4a58-80d6-19b335d50530,bill
b2df8f28-1de8-495c-9b3d-a63065319d2a,b61a0762-9bfe-4547-8e0d-a537d4ce0608,relate
0952cdfc-3562-475e-bef0-88ec9172f73c,0fc9ca7f-a920-4f27-8713-5099ea88dab5,none
de44aaf6-0da7-4cc9-824c-191805fcf2bc,0fc9ca7f-a920-4f27-8713-5099ea88dab5,couple
e3e3d01f-2e2b-4096-b9f8-2f5bf7c18396,0fc9ca7f-a920-4f27-8713-5099ea88dab5,boy
4ed00af5-4fbd-4914-9a91-8458a77b6ad5,918bfdc5-5c9d-4560-8d13-0a1020e0bacf,local
91562d08-1f16-4a59-9a63-220dc8a856da,918bfdc5-5c9d-4560-8d13-0a1020e0bacf,industry
2229f1a8-34fe-4548-969f-bfbb74508d71,918bfdc5-5c9d-4560-8d13-0a1020e0bacf,full
83d4f040-d84d-4cbe-b7ea-192fdb94008c,88594cf9-c964-4039-9b9a-fadcbc9e4066,fall
07a24cc1-caaa-44d8-b7d0-072321810fdb,88594cf9-c964-4039-9b9a-fadcbc9e4066,finish
d7ea7972-4aa3-43cd-ac3a-a2ea60b56d2a,88594cf9-c964-4039-9b9a-fadcbc9e4066,federal
2b153c89-4f14-413b-9d54-3ff9cb2bb639,8f8ead93-38ca-4313-b70c-2497d79c27ab,example
51ec7b7c-fb72-416a-829b-b96bf7afec03,8f8ead93-38ca-4313-b70c-2497d79c27ab,later
d54849ab-7fed-4944-8ce7-fb0911449a7a,8f8ead93-38ca-4313-b70c-2497d79c27ab,agree
638ae376-a20b-4733-af56-78157ebe9a80,d5614bae-35be-41b4-ab86-e3a6f942a9f3,authority
47f05b87-0750-4894-8ebe-742b9470a66e,9f549b0c-a95f-4f61-8fde-15ec61b95500,appear
09cd7b1e-1046-49d1-9755-fd5607bdaf0e,9f549b0c-a95f-4f61-8fde-15ec61b95500,region
7b027c87-6c85-4cd7-8da0-0f9d3e90a9b9,9f549b0c-a95f-4f61-8fde-15ec61b95500,Mrs
5b3c3fe2-3882-488e-8ebb-1f6564e2373c,5ae8a424-2d2d-492a-8f3b-11f272d23fc9,sound
f32045ac-5640-4bb8-b6e9-548c8a727def,5ae8a424-2d2d-492a-8f3b-11f272d23fc9,modern
e42a7989-6564-4dc2-a7df-c847754fb0f1,ba1acbf3-a99d-47b0-bdef-ce55a0081e34,arrive
f9572169-ab4e-489a-b56b-d93a9864a06c,ba1acbf3-a99d-47b0-bdef-ce55a0081e34,also
dd05fb5f-9d9d-48c6-b66c-d4d57ef8d46d,ba1acbf3-a99d-47b0-bdef-ce55a0081e34,clear
b8938cb5-ea81-4771-8c4e-0466a9925c92,ad102ed9-f08e-43ad-8243-82ff1720d3e8,value
861d9871-da2a-41e0-9755-9654c6645d87,e4dfa89c-9da9-4970-b0bc-7ec8c81acc6e,summer
0f66b391-5cc6-457d-b9a5-767e04568b3c,e4dfa89c-9da9-4970-b0bc-7ec8c81acc6e,perform
6c466c02-483b-4777-98cb-98ca266ed398,e4dfa89c-9da9-4970-b0bc-7ec8c81acc6e,space
2143cf58-f91e-495b-a5af-77af77f86f50,79f94ab9-4625-4a0d-88a9-aa8f28042ad7,check
12fd17ba-a04a-4ad0-9146-1e27a9fbd9c3,79f94ab9-4625-4a0d-88a9-aa8f28042ad7,product
ab5b1986-7296-45d3-bdc9-312e16b176c7,00050718-1970-47cc-ac52-04a715727ec4,let
31937e3b-25ca-419a-9fa6-d2831d7c09ca,1a078b8d-24b1-4c91-9697-629f6168cff7,what
2ea13c6d-9a3d-417d-a5d8-600c693eb0ab,3e2c0d38-24da-4af2-aa13-1fd1c81c025d,hard
0e83553e-161b-4373-b714-dbdd95909dc7,d192aa38-8a1f-426f-a391-a8ef15795d6b,economy
09e0947d-f2a6-4d7e-969d-631c2ebe2076,d192aa38-8a1f-426f-a391-a8ef15795d6b,land
b31bcfae-1202-4721-b9ee-17e90e00a932,d192aa38-8a1f-426f-a391-a8ef15795d6b,compare
543db8ea-df5d-4e1d-a360-b4be6f61618e,c51ed9e8-1a3e-4c88-9d42-7abaccb1af06,become
4818d8ed-4d32-47bb-bd7f-b6a0a7f2a795,c51ed9e8-1a3e-4c88-9d42-7abaccb1af06,decide
306afe50-7111-413d-a802-5dbdc85c4156,c51ed9e8-1a3e-4c88-9d42-7abaccb1af06,Mrs
4616b32c-5be7-4ba3-b806-e9d807678d2c,30bd8929-dd5c-4365-9075-d0e3601de733,citizen
9c0f9c3f-3b15-428b-9018-d5de0a74d1ce,6baee76b-de92-40f8-80c9-27c9fc631131,for
99cdde9f-4e13-4320-a0a8-808c8378db79,6baee76b-de92-40f8-80c9-27c9fc631131,five
f26c6352-8632-4a2a-8c69-625259b843c8,6baee76b-de92-40f8-80c9-27c9fc631131,agency
37d1c1a2-c19d-447c-a43b-2e2413972522,eacefc6a-b86e-4543-bebd-9cd719b2fa4d,reflect
7f5ed2e6-bd06-4a52-8595-2a78ad2264ab,eacefc6a-b86e-4543-bebd-9cd719b2fa4d,specific
2f1a278c-12b8-4c1a-80d4-34b3987fe035,3ea18736-9a11-4e15-b789-98e0322729e4,impact
57e9be60-30ab-4cbb-8a91-7df978fe08cc,2b093917-0b06-46a9-bd91-411383ec80b7,consider
41965942-c3c0-4738-892d-2decd59bfe04,2b093917-0b06-46a9-bd91-411383ec80b7,base
4ac096b4-3aec-449b-9229-2f79e396572e,7da4f7b6-f133-4081-8f52-8de59a839ca2,peace
15e3ea51-ea90-4431-9362-330989f42d2b,7da4f7b6-f133-4081-8f52-8de59a839ca2,forward
15e1eac6-28b0-4bd4-b0fc-c4feb0d155cf,96c6df83-2ee8-4818-8c86-914c8f7d305b,service
d50fc9f3-4cd7-4a56-84fc-d717ba5fe917,96c6df83-2ee8-4818-8c86-914c8f7d305b,our
a474b610-00b9-4661-b822-80277e101db3,96c6df83-2ee8-4818-8c86-914c8f7d305b,suddenly
3f7961bd-de45-4330-b4b0-9c4af73bf5b0,507dbed3-4082-44c3-ba10-64ce1f673630,compare
fc89c487-e942-4230-a91a-d798c26234e4,507dbed3-4082-44c3-ba10-64ce1f673630,class
7ccfe002-53e9-4327-b7d5-f8a718d6b452,507dbed3-4082-44c3-ba10-64ce1f673630,look
8cc47503-45d5-489a-a07d-fd4eb8abdffc,5e93f4e3-c735-4bf3-af6b-09708ba3bc83,world
a04bd6c3-459c-4522-8b77-6cda188a51b6,a56378c5-9f86-4ef3-a2d5-5351dfc46f20,leader
3e380b6e-56a3-403d-a467-dd70908df243,a56378c5-9f86-4ef3-a2d5-5351dfc46f20,table
81e77842-f1f7-49c2-b364-c19704faa73e,8593a7cd-cfde-4c39-b3f3-b564142c878d,growth
525b32e4-fc29-4021-aae4-25bd9d596431,8593a7cd-cfde-4c39-b3f3-b564142c878d,newspaper
d34eccf3-74a6-4527-a1aa-e57a1a8ff91c,8593a7cd-cfde-4c39-b3f3-b564142c878d,never
c5013386-5302-4b1a-8ceb-245f4211af51,b93a4e0c-e4b6-46a2-abe1-02b6d55b52a8,point
0ffcb12b-b0c4-465a-b4b9-18863d414ac9,b93a4e0c-e4b6-46a2-abe1-02b6d55b52a8,perhaps
db870060-c15f-4e26-9923-f7246652cdbc,9a131e0a-4bc1-4517-94d6-28c4a3137695,kid
d294fa97-8411-440e-8596-ae553a8cf5b8,9a131e0a-4bc1-4517-94d6-28c4a3137695,too
2f9a5193-4aa4-4221-8b0b-c89922fec0fe,9a131e0a-4bc1-4517-94d6-28c4a3137695,material
2afd31c2-9fe9-49fa-855e-44d5d7d2f743,b443d905-2403-4d8b-942b-28a98f3b44fc,ground
43997909-fe7e-479b-b718-8999cac5ae51,b443d905-2403-4d8b-942b-28a98f3b44fc,country
8424a919-1a53-41e4-93a8-dce3d27af7c0,d3299b27-35c9-4df6-baa1-11792b8a1b34,information
279f3d7b-1b0d-4304-8f6c-46724b94fcc6,e7a0e0a9-c03e-42a2-9748-c94e4cb11203,final
47600d8e-4e48-4e94-99ee-11a3dddbf9d6,e7a0e0a9-c03e-42a2-9748-c94e4cb11203,to
801ad874-36ec-4063-aaca-6de0d811a717,e7a0e0a9-c03e-42a2-9748-c94e4cb11203,computer
6c122957-5b72-482a-a1d8-a4d1799986f7,c40c7738-f53f-4b69-90ff-98b936245bd9,this
1dc6c96c-3b29-4773-90a4-f4d47a1aa6b9,eddd506e-157a-4458-8257-5912412d28b9,hour
a1e8002f-ea6f-40f1-a57b-fca9c0dc7518,eddd506e-157a-4458-8257-5912412d28b9,despite
77d0f9f2-13dc-45b5-8437-0e7af410c245,ed0594bc-7021-4103-962a-7b3f575b50e0,father
6fff91cc-9710-4dd5-8bc0-b559025719b6,ed0594bc-7021-4103-962a-7b3f575b50e0,cup
701437f3-6764-46bf-84fd-c5219497cb4b,8c8860f3-ae65-4ba9-9504-58f2aa5bcc0c,field
32a92a53-e109-4fcc-9f44-8abe8544238b,0144f791-33e1-42a1-bcd1-288d9fda64c2,draw
7d4e7af7-b6ae-4e01-b301-c4380da1ef5d,0144f791-33e1-42a1-bcd1-288d9fda64c2,interesting
df7655b1-b7c1-444e-bbb0-2fbeb5e67ed2,d47d5d54-4fcd-44e7-b5b9-7578072a0e70,begin
cb9e4099-69bf-4934-bdbf-eb573c90216d,d47d5d54-4fcd-44e7-b5b9-7578072a0e70,either
