passport_id,Origin,Destination,Requirement
PASSe6faf4,Afghanistan,Latvia,Visa Required
PASS013297,Afghanistan,Lebanon,Visa Required
PASSa10c38,Afghanistan,Lesotho,Visa Required
PASS1fe3f9,Afghanistan,Liberia,Visa Required
PASSc2dc0e,Afghanistan,Libya,Visa Required
PASSac2684,Afghanistan,Liechtenstein,Visa Required
PASSa3a953,Afghanistan,Lithuania,Visa Required
PASS61fbc3,Afghanistan,Luxembourg,Visa Required
PASSb6842c,Afghanistan,Macao (SAR China),Visa Free
PASS184742,Afghanistan,Madagascar,Visa Free
PASS26b94a,Afghanistan,Malawi,Visa Required
PASS1887f5,Afghanistan,Malaysia,Visa Required
PASS106866,Afghanistan,Maldives,Visa Free
PASS3a5fb5,Afghanistan,Mali,Visa Required
PASSd99554,Afghanistan,Malta,Visa Required
PASS7d6482,Afghanistan,Marshall Islands,Visa Required
PASSe19fdb,Afghanistan,Mauritania,Visa Required
PASS0dedc2,Afghanistan,Mauritius,Visa Required
PASS230b7a,Afghanistan,Mayotte,Visa Required
PASSa86afa,Afghanistan,Mexico,Visa Required
PASSb32092,Afghanistan,Micronesia,Visa Free
PASS237e75,Afghanistan,Moldova,Visa Required
PASSf8b241,Afghanistan,Monaco,Visa Required
PASSe66004,Afghanistan,Mongolia,Visa Required
PASS478324,Afghanistan,Montenegro,Visa Required
PASS19082f,Afghanistan,Montserrat,Visa Required
PASS22d2e2,Afghanistan,Morocco,Visa Required
PASS093221,Afghanistan,Mozambique,Visa Free
PASS927935,Afghanistan,Myanmar,Visa Required
PASS38b850,Afghanistan,Namibia,Visa Required
PASS41a1cd,Afghanistan,Nauru,Visa Required
PASS44c368,Afghanistan,Nepal,Visa Required
PASS8ab91d,Afghanistan,Netherlands,Visa Required
PASS6ba640,Afghanistan,New Caledonia,Visa Required
PASS516c6e,Afghanistan,New Zealand,Visa Required
PASSfd5b1b,Afghanistan,Nicaragua,Visa Required
PASS672d98,Afghanistan,Niger,Visa Required
PASS55a88a,Afghanistan,Nigeria,Visa Required
PASSf4f403,Afghanistan,Niue,Visa Free
PASS451b10,Afghanistan,North Korea,Visa Required
PASS7b1b25,Afghanistan,North Macedonia,Visa Required
PASS5ada88,Afghanistan,Northern Mariana Islands,Visa Required
PASSdc274f,Afghanistan,Norway,Visa Required
PASS278a38,Afghanistan,Oman,Visa Required
PASSbe0f26,Afghanistan,Pakistan,Visa Required
PASSe8f6d1,Afghanistan,Palau Islands,Visa Free
PASS9e439c,Afghanistan,Palestinian Territory,Visa Required
PASSe79cb8,Afghanistan,Panama,Visa Required
PASSb690d5,Afghanistan,Papua New Guinea,Visa Required
PASSd2f129,Afghanistan,Paraguay,Visa Required
PASS7803ba,Afghanistan,Peru,Visa Required
PASS895940,Afghanistan,Philippines,Visa Required
PASS049566,Afghanistan,Poland,Visa Required
PASSdcc6a9,Afghanistan,Portugal,Visa Required
PASS12f5b8,Afghanistan,Puerto Rico,Visa Required
PASScb21b4,Afghanistan,Qatar,Visa Required
PASS0cf86c,Afghanistan,Reunion,Visa Required
PASS1d755e,Afghanistan,Romania,Visa Required
PASS040b03,Afghanistan,Russian Federation,Visa Required
PASS86baff,Afghanistan,Rwanda,Visa Free
PASS3552f4,Afghanistan,Samoa,Visa Free
PASS8e0d41,Afghanistan,San Marino,Visa Required
PASS043f15,Afghanistan,Sao Tome and Principe,Visa Required
PASS1c9205,Afghanistan,Saudi Arabia,Visa Required
PASS5d7be1,Afghanistan,Senegal,Visa Required
PASS6e74da,Afghanistan,Serbia,Visa Required
PASS178889,Afghanistan,Seychelles,Visa Free
PASSc03bc5,Afghanistan,Sierra Leone,Visa Required
PASS6834fe,Afghanistan,Singapore,Visa Required
PASSa3eaa9,Afghanistan,Slovakia,Visa Required
PASS95a78f,Afghanistan,Slovenia,Visa Required
PASSe9213b,Afghanistan,Solomon Islands,Visa Required
PASS3de855,Afghanistan,Somalia,Visa Free
PASS1ec25c,Afghanistan,South Africa,Visa Required
PASS91fc94,Afghanistan,South Korea,Visa Required
PASSf76031,Afghanistan,South Sudan,Visa Required
PASSa9f2cc,Afghanistan,Spain,Visa Required
PASSd1de03,Afghanistan,Sri Lanka,Visa Free
PASSa2689c,Afghanistan,St. Helena,Visa Required
PASS59d817,Afghanistan,St. Kitts and Nevis,Visa Required
PASSac92e3,Afghanistan,St. Lucia,Visa Required
PASS452149,Afghanistan,St. Maarten,Visa Required
PASS351b30,Afghanistan,St. Vincent and the Grenadines,Visa Required
PASS201b73,Afghanistan,Sudan,Visa Required
PASS1ab7cd,Afghanistan,Suriname,Visa Required
PASS411df6,Afghanistan,Sweden,Visa Required
PASS8021fa,Afghanistan,Switzerland,Visa Required
PASS5c3c2b,Afghanistan,Syria,Visa Required
PASSa9f6b1,Afghanistan,Taiwan (Chinese Taipei),Visa Required
PASS981ad1,Afghanistan,Tajikistan,Visa Required
PASSb9a776,Afghanistan,Tanzania,Visa Required
PASS699309,Afghanistan,Thailand,Visa Required
PASS865a55,Afghanistan,The Gambia,Visa Required
PASSed0c42,Afghanistan,Timor-Leste,Visa Free
PASS74cfa7,Afghanistan,Togo,Visa Required
PASS8ced5d,Afghanistan,Tonga,Visa Required
PASS11e975,Afghanistan,Trinidad and Tobago,Visa Required
PASSd4e96b,Afghanistan,Tunisia,Visa Required
PASS0e4401,Afghanistan,Turkmenistan,Visa Required
PASS286924,Afghanistan,Turks and Caicos Islands,Visa Required
PASS4ee475,Afghanistan,Tuvalu,Visa Free
PASSe33bef,Afghanistan,Türkiye,Visa Required
PASS68dad9,Afghanistan,US Virgin Islands,Visa Required
PASS06036b,Afghanistan,Uganda,Visa Required
PASS369c77,Afghanistan,Ukraine,Visa Required
PASSc275b6,Afghanistan,United Arab Emirates,Visa Required
PASS536b5b,Afghanistan,United Kingdom,Visa Required
PASS8ba13c,Afghanistan,United States,Visa Required
PASS083cb1,Afghanistan,Uruguay,Visa Required
PASS5aed18,Afghanistan,Uzbekistan,Visa Required
PASS1c7db0,Afghanistan,Vanuatu,Visa Required
PASS3a7cea,Afghanistan,Vatican City,Visa Required
PASSd53114,Afghanistan,Venezuela,Visa Required
PASS726124,Afghanistan,Vietnam,Visa Required
PASS6e1a72,Afghanistan,Yemen,Visa Required
PASSa9c3f5,Afghanistan,Zambia,Visa Required
PASS58480d,Afghanistan,Zimbabwe,Visa Required
PASSe0d6b7,Afghanistan,eSwatini,Visa Required
PASSbf66bc,Albania,Afghanistan,Visa Required
PASS066292,Albania,Algeria,Visa Required
PASSe67c12,Albania,American Samoa,Visa Required
PASS21b7d9,Albania,Andorra,Visa Free
PASS2f9236,Albania,Angola,Visa Required
PASS4bc9ca,Albania,Anguilla,Visa Required
PASSf69df3,Albania,Antigua and Barbuda,Visa Free
PASS1f9ffb,Albania,Argentina,Visa Required
PASS9cba10,Albania,Armenia,Visa Free
PASSa9e95b,Albania,Aruba,Visa Free
PASS82cc53,Albania,Australia,Visa Required
PASS1ca4b5,Albania,Austria,Visa Free
PASS9993f0,Albania,Azerbaijan,Visa Free
PASS476712,Albania,Bahamas,Visa Required
PASSf1fd64,Albania,Bahrain,Visa Required
PASS2292e5,Albania,Bangladesh,Visa Free
PASS0951e3,Albania,Barbados,Visa Free
PASSc58bdb,Albania,Belarus,Visa Free
PASSd9706b,Albania,Belgium,Visa Free
PASSd076aa,Albania,Belize,Visa Required
PASS260c68,Albania,Benin,Visa Required
PASS84813d,Albania,Bermuda,Visa Required
PASS0315c8,Albania,Bhutan,Visa Required
PASSfe9d53,Albania,Bolivia,Visa Free
PASSe56999,Albania,Bonaire; St. Eustatius and Saba,Visa Free
PASS07072d,Albania,Bosnia and Herzegovina,Visa Free
PASSda738b,Albania,Botswana,Visa Required
PASSa35739,Albania,Brazil,Visa Free
PASS2444d8,Albania,British Virgin Islands,Visa Required
PASS5a23e8,Albania,Brunei,Visa Required
PASSf9e465,Albania,Bulgaria,Visa Free
PASSac2039,Albania,Burkina Faso,Visa Required
PASS1fb16b,Albania,Burundi,Visa Free
PASS7e243e,Albania,Cambodia,Visa Free
PASS686561,Albania,Cameroon,Visa Required
PASSbe42a6,Albania,Canada,Visa Required
PASSe540ac,Albania,Cape Verde Islands,Visa Free
PASSb00e44,Albania,Cayman Islands,Visa Required
PASSbe7d6e,Albania,Central African Republic,Visa Required
PASS405bd5,Albania,Chad,Visa Required
PASS3ef002,Albania,Chile,Visa Free
PASS329684,Albania,China,Visa Free
PASS8476bd,Albania,Colombia,Visa Free
PASS7ebc4a,Albania,Comoro Islands,Visa Free
PASSfbe1ec,Albania,Congo (Dem. Rep.),Visa Required
PASS1d9c54,Albania,Congo (Rep.),Visa Required
PASSbc09a1,Albania,Cook Islands,Visa Free
PASS3d0204,Albania,Costa Rica,Visa Required
PASS6e7046,Albania,Cote d'Ivoire,Visa Required
PASS98c3af,Albania,Croatia,Visa Free
PASS2f10cd,Albania,Cuba,Visa Required
PASS6c5af3,Albania,Curacao,Visa Free
PASS153b61,Albania,Cyprus,Visa Free
PASS10efea,Albania,Czechia,Visa Free
PASS0d72d2,Albania,Denmark,Visa Free
PASS4b0836,Albania,Djibouti,Visa Free
PASS0455dd,Albania,Dominica,Visa Free
PASS0ad04e,Albania,Dominican Republic,Visa Free
PASS135170,Albania,Ecuador,Visa Free
PASS850a34,Albania,Egypt,Visa Free
PASS253777,Albania,El Salvador,Visa Free
PASS2f064e,Albania,Equatorial Guinea,Visa Required
PASS6f0f10,Albania,Eritrea,Visa Required
PASSbf925b,Albania,Estonia,Visa Free
PASS08a979,Albania,Ethiopia,Visa Required
PASSd23382,Albania,Falkland Islands,Visa Required
PASS97b078,Albania,Faroe Islands,Visa Free
PASS3d4551,Albania,Fiji,Visa Required
PASS0cc4a8,Albania,Finland,Visa Free
PASSb64021,Albania,France,Visa Free
PASSe89ae1,Albania,French Guiana,Visa Free
PASS42db83,Albania,French Polynesia,Visa Free
PASS61b018,Albania,French West Indies,Visa Free
PASS8ec58a,Albania,Gabon,Visa Required
PASS4b0086,Albania,Georgia,Visa Free
PASS54b425,Albania,Germany,Visa Free
PASS98d958,Albania,Ghana,Visa Required
PASSe578ca,Albania,Gibraltar,Visa Required
PASSb003b2,Albania,Greece,Visa Free
PASS235a4e,Albania,Greenland,Visa Free
PASSc8c102,Albania,Grenada,Visa Required
PASSfbaa18,Albania,Guam,Visa Required
PASS5be22b,Albania,Guatemala,Visa Required
PASS0bee72,Albania,Guinea,Visa Required
PASS814fd6,Albania,Guinea-Bissau,Visa Free
PASSf40bcb,Albania,Guyana,Visa Free
PASS9fc2f4,Albania,Haiti,Visa Free
PASS6d5eb1,Albania,Honduras,Visa Required
PASS1602b4,Albania,Hong Kong (SAR China),Visa Free
PASS20d043,Albania,Hungary,Visa Free
PASSd4881c,Albania,Iceland,Visa Free
PASSa3b118,Albania,India,Visa Required
PASSc5be44,Albania,Indonesia,Visa Free
PASS256abf,Albania,Iran,Visa Free
PASS0ef1c0,Albania,Iraq,Visa Required
PASSa131df,Albania,Ireland,Visa Required
PASSb3d06e,Albania,Israel,Visa Free
PASSb64a70,Albania,Italy,Visa Free
PASSc5c70f,Albania,Jamaica,Visa Free
PASSe3a0aa,Albania,Japan,Visa Required
PASSd8120c,Albania,Jordan,Visa Free
PASS7c4ebb,Albania,Kazakhstan,Visa Free
PASS6c5023,Albania,Kenya,Visa Free
PASSec9487,Albania,Kiribati,Visa Required
PASS2f161c,Albania,Kosovo,Visa Free
PASS37cb4a,Albania,Kuwait,Visa Required
PASS15f7e3,Albania,Kyrgyzstan,Visa Free
PASS361c91,Albania,Laos,Visa Free
PASS241c9e,Albania,Latvia,Visa Free
PASScbbef4,Albania,Lebanon,Visa Required
PASS3744f9,Albania,Lesotho,Visa Required
PASSe35aef,Albania,Liberia,Visa Required
PASSd20019,Albania,Libya,Visa Required
PASS1b53f2,Albania,Liechtenstein,Visa Free
PASSf95c42,Albania,Lithuania,Visa Free
PASSf54ee1,Albania,Luxembourg,Visa Free
PASS8f2a7a,Albania,Macao (SAR China),Visa Free
PASSe6abaf,Albania,Madagascar,Visa Free
PASS6f2ab2,Albania,Malawi,Visa Free
PASSebfb70,Albania,Malaysia,Visa Free
PASS38befc,Albania,Maldives,Visa Free
PASSf29344,Albania,Mali,Visa Required
PASSbb9a5d,Albania,Malta,Visa Free
PASSbfdf6e,Albania,Marshall Islands,Visa Required
PASS0bc9e5,Albania,Mauritania,Visa Required
PASSa79800,Albania,Mauritius,Visa Free
PASS3a134b,Albania,Mayotte,Visa Free
PASSd404f9,Albania,Mexico,Visa Required
PASS65f4a8,Albania,Micronesia,Visa Free
PASS195c85,Albania,Moldova,Visa Free
PASS3c5c57,Albania,Monaco,Visa Free
PASS829bd5,Albania,Mongolia,Visa Required
PASS866b53,Albania,Montenegro,Visa Free
PASS9bd9a0,Albania,Montserrat,Visa Required
PASS1dfcbc,Albania,Morocco,Visa Required
PASSccce80,Albania,Mozambique,Visa Free
PASSeabe06,Albania,Myanmar,Visa Required
PASSc6c789,Albania,Namibia,Visa Required
PASS1e3832,Albania,Nauru,Visa Required
PASS9133c4,Albania,Nepal,Visa Free
PASS6eee04,Albania,Netherlands,Visa Free
PASS82823a,Albania,New Caledonia,Visa Free
PASS4752f9,Albania,New Zealand,Visa Required
PASS0b70e8,Albania,Nicaragua,Visa Required
PASS6014cc,Albania,Niger,Visa Required
PASS64e9ca,Albania,Nigeria,Visa Required
PASS5b4b5e,Albania,Niue,Visa Free
PASS546107,Albania,North Korea,Visa Required
PASSdc4186,Albania,North Macedonia,Visa Free
PASSef904f,Albania,Northern Mariana Islands,Visa Required
PASSd1680e,Albania,Norway,Visa Free
PASS60a155,Albania,Oman,Visa Required
PASS9da788,Albania,Pakistan,Visa Required
PASS1324a2,Albania,Palau Islands,Visa Free
PASS7188b3,Albania,Palestinian Territory,Visa Free
PASS78e975,Albania,Panama,Visa Required
PASScd6236,Albania,Papua New Guinea,Visa Required
PASS6a0cd6,Albania,Paraguay,Visa Required
PASS532d01,Albania,Peru,Visa Required
PASSf21999,Albania,Philippines,Visa Required
PASS76f5f5,Albania,Poland,Visa Free
PASSa55996,Albania,Portugal,Visa Free
PASSa7158b,Albania,Puerto Rico,Visa Required
PASS6e3449,Albania,Qatar,Visa Required
PASS8cc591,Albania,Reunion,Visa Free
PASSf51eca,Albania,Romania,Visa Free
PASS41dd98,Albania,Russian Federation,Visa Required
PASS010f1e,Albania,Rwanda,Visa Free
PASS462ccd,Albania,Samoa,Visa Free
PASS2d58ec,Albania,San Marino,Visa Free
PASS55dc57,Albania,Sao Tome and Principe,Visa Required
PASSc8df46,Albania,Saudi Arabia,Visa Free
PASSa7cae7,Albania,Senegal,Visa Required
PASS39a0c6,Albania,Serbia,Visa Free
PASS1c3497,Albania,Seychelles,Visa Free
PASS73af8f,Albania,Sierra Leone,Visa Required
PASS9b2f31,Albania,Singapore,Visa Free
PASS48dc75,Albania,Slovakia,Visa Free
PASS2b61c2,Albania,Slovenia,Visa Free
PASScbe36b,Albania,Solomon Islands,Visa Required
PASSa67c3a,Albania,Somalia,Visa Free
PASS560e4d,Albania,South Africa,Visa Required
PASS38d73d,Albania,South Korea,Visa Free
PASS968336,Albania,South Sudan,Visa Required
PASS47f4d9,Albania,Spain,Visa Free
PASS87e010,Albania,Sri Lanka,Visa Free
PASS49831b,Albania,St. Helena,Visa Required
PASSececd8,Albania,St. Kitts and Nevis,Visa Free
PASS14dec9,Albania,St. Lucia,Visa Required
PASS2cb0f2,Albania,St. Maarten,Visa Free
PASSa15f9c,Albania,St. Vincent and the Grenadines,Visa Free
PASS1085fa,Albania,Sudan,Visa Required
PASS16a6c1,Albania,Suriname,Visa Free
PASS007f04,Albania,Sweden,Visa Free
PASSc8b4f7,Albania,Switzerland,Visa Free
PASS28ffae,Albania,Syria,Visa Required
PASS62018b,Albania,Taiwan (Chinese Taipei),Visa Required
PASS0bfb08,Albania,Tajikistan,Visa Required
PASSf0f995,Albania,Tanzania,Visa Free
PASS837ac6,Albania,Thailand,Visa Free
PASS559fa9,Albania,The Gambia,Visa Free
PASS683205,Albania,Timor-Leste,Visa Free
PASS3e4199,Albania,Togo,Visa Required
PASS7bceb2,Albania,Tonga,Visa Required
PASS15e780,Albania,Trinidad and Tobago,Visa Free
PASS7660b4,Albania,Tunisia,Visa Required
PASS51b014,Albania,Turkmenistan,Visa Required
PASSea3320,Albania,Turks and Caicos Islands,Visa Required
PASSe9c37f,Albania,Tuvalu,Visa Free
PASSac2e33,Albania,Türkiye,Visa Free
PASS748455,Albania,US Virgin Islands,Visa Required
PASS6236ee,Albania,Uganda,Visa Required
PASS0c631b,Albania,Ukraine,Visa Free
PASS81e678,Albania,United Arab Emirates,Visa Free
PASS5d691e,Albania,United Kingdom,Visa Required
PASS25e6f8,Albania,United States,Visa Required
PASS975a95,Albania,Uruguay,Visa Required
PASS0ab8b8,Albania,Uzbekistan,Visa Required
PASS17a8f8,Albania,Vanuatu,Visa Required
PASS78d9f0,Albania,Vatican City,Visa Free
PASSeea256,Albania,Venezuela,Visa Required
PASSde4aa5,Albania,Vietnam,Visa Required
PASScadde0,Albania,Yemen,Visa Required
PASSbec963,Albania,Zambia,Visa Free
PASS9c5b2a,Albania,Zimbabwe,Visa Free
PASS7e19ed,Albania,eSwatini,Visa Required
PASS869b3c,Algeria,Afghanistan,Visa Required
PASS9f0cfe,Algeria,Albania,Visa Required
PASSf86008,Algeria,American Samoa,Visa Required
PASSc8958c,Algeria,Andorra,Visa Required
PASSf88f2b,Algeria,Angola,Visa Free
PASS2420da,Algeria,Anguilla,Visa Required
PASScb7d0c,Algeria,Antigua and Barbuda,Visa Required
PASS59f231,Algeria,Argentina,Visa Required
PASS54b2bd,Algeria,Armenia,Visa Required
PASS06d0ea,Algeria,Aruba,Visa Required
PASS9e5b35,Algeria,Australia,Visa Required
PASSb571ab,Algeria,Austria,Visa Required
PASSce976d,Algeria,Azerbaijan,Visa Required
PASS89d603,Algeria,Bahamas,Visa Required
PASS694967,Algeria,Bahrain,Visa Required
PASS7d155a,Algeria,Bangladesh,Visa Required
PASS22d47b,Algeria,Barbados,Visa Free
PASS905ec1,Algeria,Belarus,Visa Required
PASSdc7b65,Algeria,Belgium,Visa Required
PASSe1a386,Algeria,Belize,Visa Required
PASS97271a,Algeria,Benin,Visa Free
PASS268e1e,Algeria,Bermuda,Visa Required
PASS5bb95e,Algeria,Bhutan,Visa Required
PASSda9315,Algeria,Bolivia,Visa Free
PASS01b88c,Algeria,Bonaire; St. Eustatius and Saba,Visa Required
PASS78006c,Algeria,Bosnia and Herzegovina,Visa Required
PASS4feb54,Algeria,Botswana,Visa Required
PASS1693fb,Algeria,Brazil,Visa Required
PASSd549e1,Algeria,British Virgin Islands,Visa Required
PASSbeddaa,Algeria,Brunei,Visa Required
PASS2dfb6d,Algeria,Bulgaria,Visa Required
PASSf26369,Algeria,Burkina Faso,Visa Required
PASS6aef53,Algeria,Burundi,Visa Free
PASSc409dc,Algeria,Cambodia,Visa Free
PASSed6c26,Algeria,Cameroon,Visa Required
PASS4ac95b,Algeria,Canada,Visa Required
PASS008e74,Algeria,Cape Verde Islands,Visa Free
PASS07f846,Algeria,Cayman Islands,Visa Required
PASSc95f72,Algeria,Central African Republic,Visa Required
PASSe610b9,Algeria,Chad,Visa Required
PASSb1f4e9,Algeria,Chile,Visa Required
PASS8e32d5,Algeria,China,Visa Required
PASSf8ee1b,Algeria,Colombia,Visa Required
PASSc15e78,Algeria,Comoro Islands,Visa Free
PASS14da77,Algeria,Congo (Dem. Rep.),Visa Required
PASS442cc0,Algeria,Congo (Rep.),Visa Required
PASS6850b3,Algeria,Cook Islands,Visa Free
PASSec0e3b,Algeria,Costa Rica,Visa Required
PASS2ed924,Algeria,Cote d'Ivoire,Visa Required
PASS71d8ab,Algeria,Croatia,Visa Required
PASS014b95,Algeria,Cuba,Visa Required
PASS5b2cfa,Algeria,Curacao,Visa Required
PASS839ff9,Algeria,Cyprus,Visa Required
PASSa1d5ed,Algeria,Czechia,Visa Required
PASS8d182e,Algeria,Denmark,Visa Required
PASSa5f719,Algeria,Djibouti,Visa Free
PASS99701d,Algeria,Dominica,Visa Free
PASSe4ab9b,Algeria,Dominican Republic,Visa Required
PASSc754df,Algeria,Ecuador,Visa Free
PASSb220d0,Algeria,Egypt,Visa Required
PASS9afc23,Algeria,El Salvador,Visa Required
PASS6b550b,Algeria,Equatorial Guinea,Visa Required
PASS1fdf9f,Algeria,Eritrea,Visa Required
PASSf65887,Algeria,Estonia,Visa Required
PASSd8be09,Algeria,Ethiopia,Visa Free
PASS6926f7,Algeria,Falkland Islands,Visa Required
PASSe54f95,Algeria,Faroe Islands,Visa Required
PASScb3694,Algeria,Fiji,Visa Required
PASSfe0f1e,Algeria,Finland,Visa Required
PASS3a128f,Algeria,France,Visa Required
PASS7d3d0e,Algeria,French Guiana,Visa Required
PASS69a05b,Algeria,French Polynesia,Visa Required
PASSb70a51,Algeria,French West Indies,Visa Required
PASSb6a5fa,Algeria,Gabon,Visa Required
PASS1e10b5,Algeria,Georgia,Visa Required
PASS61067f,Algeria,Germany,Visa Required
PASS03758a,Algeria,Ghana,Visa Free
PASS563b26,Algeria,Gibraltar,Visa Required
PASS36ef06,Algeria,Greece,Visa Required
PASScf489c,Algeria,Greenland,Visa Required
PASS9eeebb,Algeria,Grenada,Visa Required
PASS139a71,Algeria,Guam,Visa Required
PASS4458f4,Algeria,Guatemala,Visa Required
PASS4d18cd,Algeria,Guinea,Visa Free
PASSebc02d,Algeria,Guinea-Bissau,Visa Free
PASSc35a0f,Algeria,Guyana,Visa Required
PASS6f27a7,Algeria,Haiti,Visa Free
PASS84150b,Algeria,Honduras,Visa Required
PASS403a4e,Algeria,Hong Kong (SAR China),Visa Free
PASS10a3cb,Algeria,Hungary,Visa Required
PASS6a26ce,Algeria,Iceland,Visa Required
PASS0979fb,Algeria,India,Visa Required
