Page_URL,page,name,image_url,price,expedia,agoda_com,hotels,number_reviews,City,Country
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,      Hilton Istanbul Bomonti Hotel & Conference Center,https://media-cdn.tripadvisor.com/media/photo-s/1c/fe/70/c2/hilton-istanbul-bomonti.jpg,155.82,,,,6205.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,       Romance Istanbul Hotel,https://media-cdn.tripadvisor.com/media/photo-s/1c/02/78/ba/romance-istanbul-hotel.jpg,329.07,327.81,236.97,327.81,3267.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,       Conrad Istanbul Bosphorus,https://media-cdn.tripadvisor.com/media/photo-s/1c/69/99/1c/exterior.jpg,269.44,273.37,269.65,273.37,7056.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,       White House Hotel Istanbul,https://media-cdn.tripadvisor.com/media/photo-s/1b/c4/f7/fb/white-house-hotel-istanbul.jpg,174.98,163.86,175.12,163.86,6894.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,       Hotel Amira Istanbul,https://media-cdn.tripadvisor.com/media/photo-s/1c/48/d2/47/exterior.jpg,153.49,,153.62,152.91,4497.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,       Aprilis Plus Hotel,https://media-cdn.tripadvisor.com/media/photo-s/22/16/fb/92/aprilis-deluxe-hotel.jpg,188.11,172.25,132.06,208.21,291.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,      Hilton Istanbul Maslak,https://media-cdn.tripadvisor.com/media/photo-s/26/67/d2/a5/exterior.jpg,206.04,,,,446.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,       Hotel Yasmak Sultan,https://media-cdn.tripadvisor.com/media/photo-s/1c/02/78/61/hotel-yasmak-sultan.jpg,185.56,184.85,140.17,184.85,2440.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,       Skalion Hotel & Spa,https://media-cdn.tripadvisor.com/media/photo-s/1d/bf/6b/9a/logo-certified.jpg,225.73,224.87,,224.87,1584.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-Istanbul-Hotels.html,1,       Celal Aga Konagi Metro Hotel,https://media-cdn.tripadvisor.com/media/photo-s/1c/68/05/46/spa-king-hamam-suite.jpg,150.49,143.44,109.64,,659.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,      Hilton Istanbul Bomonti Hotel & Conference Center,https://media-cdn.tripadvisor.com/media/photo-s/1c/fe/70/c2/hilton-istanbul-bomonti.jpg,155.82,,,,6202.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,       The Elysium Taksim,https://media-cdn.tripadvisor.com/media/photo-s/17/9c/e0/f6/the-elysium-istanbul.jpg,167.61,178.1,131.66,178.1,738.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,       YOTEL Istanbul Airport Hotel (Landside),https://media-cdn.tripadvisor.com/media/photo-s/23/5e/e8/d9/entrance.jpg,283.97,283.97,275.75,,772.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,       Premist Hotels Taksim,https://media-cdn.tripadvisor.com/media/photo-s/13/45/ff/1f/premist-hotels-taksim.jpg,121.6,121.13,90.95,,310.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,       CVK Park Bosphorus Hotel Istanbul,https://media-cdn.tripadvisor.com/media/photo-s/1d/a5/b2/1d/cvk-park-bosphorus-hotel.jpg,433.63,397.32,,457.39,2245.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,       Ibrahim Pasha Hotel,https://media-cdn.tripadvisor.com/media/photo-s/1c/b6/a9/2f/hotel-ibrahim-pasa.jpg,156.34,155.74,,155.74,1047.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,      Hilton Istanbul Maslak,https://media-cdn.tripadvisor.com/media/photo-s/26/67/d2/a5/exterior.jpg,206.04,,,,446.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,       Radisson Residences Avrupa TEM Istanbul,https://media-cdn.tripadvisor.com/media/photo-s/1c/d2/58/1b/studio-apartment.jpg,225.45,224.27,,224.27,187.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,       Rixos Pera Istanbul,https://media-cdn.tripadvisor.com/media/photo-s/15/a6/c3/db/lobby-reception.jpg,266.71,265.68,,265.68,1690.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g293974-oa30-Istanbul-Hotels.html,2,       Golden City Hotel Istanbul,https://media-cdn.tripadvisor.com/media/photo-s/04/25/0f/57/istanbul-golden-city.jpg,189.06,116.56,93.87,,1056.0,Istanbul,Turkey
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,      Hampton by Hilton London Waterloo,https://media-cdn.tripadvisor.com/media/photo-s/26/79/5d/f4/exterior.jpg,193.7,,,,4024.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,       Park Grand London Hyde Park,https://media-cdn.tripadvisor.com/media/photo-s/23/e4/21/dd/exterior-view.jpg,177.17,189.22,175.38,,3437.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,       The Montcalm Royal London House,https://media-cdn.tripadvisor.com/media/photo-s/23/e4/cb/d1/royal-london-house-by.jpg,194.18,207.38,151.12,207.38,3414.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,       Park Grand Paddington Court,https://media-cdn.tripadvisor.com/media/photo-s/23/e4/56/61/exterior.jpg,669.83,715.42,110.1,715.42,3232.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,       The Resident Covent Garden,https://media-cdn.tripadvisor.com/media/photo-s/16/96/55/e8/the-nadler-covent-garden.jpg,391.26,390.73,392.2,390.73,1285.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,"       The Clermont, Charing Cross",https://media-cdn.tripadvisor.com/media/photo-s/25/ff/78/65/clermont-cx-exterior.jpg,221.28,,192.88,228.64,6816.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,       Canopy by Hilton London City,https://media-cdn.tripadvisor.com/media/photo-s/26/85/0f/b8/exterior.jpg,204.29,,205.18,217.89,451.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,       Travelodge London City hotel,https://media-cdn.tripadvisor.com/media/photo-s/24/fe/f8/9b/travelodge-londoncity.jpg,69.77,,,,2425.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,       Travelodge London Docklands Central,https://media-cdn.tripadvisor.com/media/photo-s/24/fe/d7/c9/ext-central-docklands.jpg,71.69,,,,670.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-London_England-Hotels.html,1,       Hard Rock Hotel London,https://media-cdn.tripadvisor.com/media/photo-s/25/3c/3f/c9/exterior-building.jpg,315.8,,281.1,261.85,2357.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,      Hampton by Hilton London Waterloo,https://media-cdn.tripadvisor.com/media/photo-s/26/79/5d/f4/exterior.jpg,193.7,,,,4024.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,       Royal Lancaster London,https://media-cdn.tripadvisor.com/media/photo-s/27/51/90/90/royal-lancaster-london.jpg,377.68,,,393.43,1443.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,       Park Grand London Lancaster Gate,https://media-cdn.tripadvisor.com/media/photo-s/23/e4/b8/27/park-grand-lancaster.jpg,214.21,,166.14,228.79,3619.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,"       The Standard, London",https://media-cdn.tripadvisor.com/media/photo-s/21/f1/ce/90/example-of-suite-living.jpg,276.57,,245.74,276.19,513.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,       The Resident Kensington,https://media-cdn.tripadvisor.com/media/photo-s/1b/a4/a1/66/the-resident-kensington.jpg,148.05,147.84,148.4,147.84,4771.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,       The Chilworth London Paddington,https://media-cdn.tripadvisor.com/media/photo-s/25/d3/9d/80/exterior-view.jpg,194.18,,204.82,158.0,1748.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,       The Resident Soho,https://media-cdn.tripadvisor.com/media/photo-s/1b/a4/9e/76/entrance-to-the-resident.jpg,199.29,199.02,193.0,199.02,3542.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,       Sonder The Henry,https://media-cdn.tripadvisor.com/media/photo-s/23/4b/d0/19/sonder-the-henry.jpg,249.47,,267.44,,154.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,       The Royal Horseguards,https://media-cdn.tripadvisor.com/media/photo-s/25/92/25/f6/rhg-terrace-56.jpg,377.06,,313.75,376.53,6642.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g186338-oa30-London_England-Hotels.html,2,       Mama Shelter London,https://media-cdn.tripadvisor.com/media/photo-s/23/af/83/2f/exterior-view.jpg,152.95,,153.48,152.91,312.0,London,United Kingdom
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,      Hôtel Argana,https://media-cdn.tripadvisor.com/media/photo-s/1c/b1/91/27/hotel-argana.jpg,69.72,69.45,65.39,61.5,2530.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,       Résidence Yasmina Agadir,https://media-cdn.tripadvisor.com/media/photo-s/14/85/15/8a/residence-yasmina-agadir.jpg,40.97,32.21,41.0,32.21,123.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,       The Atlantic Hotel,https://media-cdn.tripadvisor.com/media/photo-s/10/93/e4/bd/chambre-double.jpg,87.45,87.12,87.52,62.93,391.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,       The Lunar Surf House,https://media-cdn.tripadvisor.com/media/photo-s/19/fa/36/a5/the-lunar-surf-house.jpg,44.6,,,,105.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,       Hotel Sindibad,https://media-cdn.tripadvisor.com/media/photo-s/07/bc/74/c4/hotel-sindibad.jpg,36.35,35.03,36.38,35.03,126.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,       Mabrouk Hotel & Suites,https://media-cdn.tripadvisor.com/media/photo-s/15/1c/65/ee/mabrouk-hotel-suites.jpg,99.38,,102.0,107.78,72.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,      Loca Beach,https://media-cdn.tripadvisor.com/media/photo-s/1a/9e/ad/d4/loca-beach.jpg,60.24,,,,2.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,       Residence Hoteliere Fleurie,https://media-cdn.tripadvisor.com/media/photo-s/09/5b/d1/2d/residence-fleurie.jpg,38.46,38.31,38.49,34.65,182.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,       Studiotel Afoud,https://media-cdn.tripadvisor.com/media/photo-s/19/ba/15/0e/studiotel-afoud.jpg,38.46,,38.49,,206.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293731-oa30-Agadir_Souss_Massa-Hotels.html,2,       Residence Intouriste,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/0d/a1/48/the-pool-with-a-view.jpg?w=100&h=100&s=1,35.11,66.63,29.01,66.63,207.0,Agadir,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       Barceló Casablanca,https://media-cdn.tripadvisor.com/media/photo-s/21/68/9a/e9/bcas-room.jpg,81.93,81.62,,,738.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       ONOMO Hotel Casablanca City Center,https://media-cdn.tripadvisor.com/media/photo-s/1c/d1/43/fe/azour.jpg,99.06,99.12,76.93,99.12,149.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       Idou Anfa Hotel & Spa,https://media-cdn.tripadvisor.com/media/photo-s/22/30/2e/8a/idou-anfa-hotel-spa.jpg,229.08,189.9,,227.83,657.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       Ibis Casablanca Nearshore,https://media-cdn.tripadvisor.com/media/photo-s/1d/4e/97/1d/exterior-view.jpg,49.7,,47.79,,556.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       Hotel Kenzi Basma,https://media-cdn.tripadvisor.com/media/photo-s/0a/27/a6/a4/chambre-premium.jpg,59.78,53.93,59.83,59.55,633.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,      Four Seasons Hotel Casablanca,https://media-cdn.tripadvisor.com/media/photo-s/1c/6f/c8/ac/exterior.jpg,464.29,,,,1056.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       ibis Casa-Voyageurs,https://media-cdn.tripadvisor.com/media/photo-s/1c/d4/48/ef/exterior-view.jpg,49.92,,51.57,,272.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       Ibis Casablanca City Center,https://media-cdn.tripadvisor.com/media/photo-s/1d/c3/94/ec/exterior-view.jpg,49.7,49.66,,49.66,1278.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       ONOMO Hotel Casablanca Sidi Maarouf,https://media-cdn.tripadvisor.com/media/photo-s/1d/c0/bf/a9/hotel.jpg,50.9,41.48,50.95,45.96,23.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g293732-oa30-Casablanca_Casablanca_Settat-Hotels.html,2,       Moroccan House Hotel Casablanca,https://media-cdn.tripadvisor.com/media/photo-s/08/2d/65/ff/lobby--v7146730.jpg,37.29,34.73,28.22,34.73,673.0,Casablanca,Morocco
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       Sol Azur Beach Hotel,https://media-cdn.tripadvisor.com/media/photo-s/1d/41/28/7b/sol-azur-beach-hotel.jpg,53.14,,47.38,53.14,1286.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       The Orangers Garden Villas & Bungalows,https://media-cdn.tripadvisor.com/media/photo-s/16/74/2f/f6/getlstd-property-photo.jpg,250.99,,,250.99,223.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       Hotel Menara,https://media-cdn.tripadvisor.com/media/photo-s/0a/a1/38/9e/outdoor-pool--v10047674.jpg,36.8,,,41.13,394.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       Hotel Le Royal Hammamet,https://media-cdn.tripadvisor.com/media/photo-s/1b/45/30/25/suite.jpg,67.01,,,,672.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       Yadis Hammamet,https://media-cdn.tripadvisor.com/media/photo-s/06/ee/d1/4c/king-standard-room--v4454876.jpg,423.22,,,,1836.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,      Hotel Paradis Palace,https://media-cdn.tripadvisor.com/media/photo-s/15/31/54/8e/poolbar.jpg,75.34,,,,3903.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       Hotel El Fell,https://media-cdn.tripadvisor.com/media/photo-s/16/ea/e9/15/hotel-el-fell.jpg,24.4,,,24.4,433.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       Saphir Palace & Spa,https://media-cdn.tripadvisor.com/media/photo-s/21/82/bb/19/saphir-palace-spa.jpg,56.34,,,56.89,1537.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       Le Khalife,https://media-cdn.tripadvisor.com/media/photo-s/0b/3f/aa/bc/outdoor-pool--v10035646.jpg,12.12,,,,119.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g297943-oa30-Hammamet_Nabeul_Governorate-Hotels.html,2,       Hotel Khella,https://media-cdn.tripadvisor.com/media/photo-s/13/00/c0/7f/hotel-khella.jpg,48.0,84.42,48.03,84.42,31.0,Hammamet,Tunisia
https://www.tripadvisor.fr/Hotels-g293734-oa30-Marrakech_Marrakech_Safi-Hotels.html,2,       Sirayane Boutique Hotel & Spa,https://media-cdn.tripadvisor.com/media/photo-s/1c/67/19/63/sirayane-boutique-hotel.jpg,298.06,437.11,341.35,437.11,2170.0,,
https://www.tripadvisor.fr/Hotels-g293734-oa30-Marrakech_Marrakech_Safi-Hotels.html,2,       TUI BLUE Medina Gardens,https://media-cdn.tripadvisor.com/media/photo-s/1b/17/b2/53/tui-blue-medina-gardens.jpg,182.86,,,182.86,974.0,,
